symbol,Short Name,Long Name,GICS Sector,GICS Sub-Industry,Headquarters Location
HAFC,Hanmi Financial Corporation,Hanmi Financial Corporation,Financials,Regional Banks,"Los Angeles, California"
HASI,HA Sustainable Infrastructure C,"HA Sustainable Infrastructure Capital, Inc.",Financials,Specialized Finance,"Annapolis, Maryland"
HAYW,"Hayward Holdings, Inc.","Hayward Holdings, Inc.",Industrials,Electrical Components & Equipment,"Charlotte, North Carolina"
HBI,Hanesbrands Inc.,Hanesbrands Inc.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Winston-Salem, North Carolina"
HCC,"Warrior Met Coal, Inc.","Warrior Met Coal, Inc.",Materials,Steel,"Brookwood, Alabama"
HCI,"HCI Group, Inc.","HCI Group, Inc.",Financials,Property & Casualty Insurance,"Tampa, Florida"
HCSG,"Healthcare Services Group, Inc.","Healthcare Services Group, Inc.",Industrials,Environmental & Facilities Services,"Bensalem Township, Pennsylvania"
HELE,Helen of Troy Limited,Helen of Troy Limited,Consumer Discretionary,Household Appliances,"Hamilton, Bermuda"
HFWA,Heritage Financial Corporation,Heritage Financial Corporation,Health Care,Regional Banks,"Olympia, Washington"
HI,Hillenbrand Inc,"Hillenbrand, Inc.",Industrials,Industrial Machinery & Supplies & Components,"Batesville, Indiana"
HIW,"Highwoods Properties, Inc.","Highwoods Properties, Inc.",Real Estate,Office REITs,"Raleigh, North Carolina"
HL,Hecla Mining Company,Hecla Mining Company,Materials,Silver,"Coeur d'Alene, Idaho"
HLIT,Harmonic Inc.,Harmonic Inc.,Information Technology,Communications Equipment,"San Jose, California"
HLX,"Helix Energy Solutions Group, I","Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services,"Houston, Texas"
HMN,Horace Mann Educators Corporati,Horace Mann Educators Corporation,Financials,Multi-line Insurance,"Springfield, Illinois"
HNI,HNI Corporation,HNI Corporation,Industrials,Office Services & Supplies,"Muscatine, Iowa"
HOPE,"Hope Bancorp, Inc.","Hope Bancorp, Inc.",Financials,Regional Banks,"Los Angeles, California"
HP,"Helmerich & Payne, Inc.","Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,"Tulsa, Oklahoma"
HRMY,"Harmony Biosciences Holdings, I","Harmony Biosciences Holdings, Inc.",Health Care,Biotechnology,"Plymouth Meeting, Pennsylvania"
HSII,Heidrick & Struggles Internatio,"Heidrick & Struggles International, Inc.",Industrials,Human Resource & Employment Services,"Chicago, Illinois"
HSTM,"HealthStream, Inc.","HealthStream, Inc.",Health Care,Health Care Technology,"Nashville, Tennessee"
HTH,Hilltop Holdings Inc.,Hilltop Holdings Inc.,Financials,Regional Banks,"Dallas, Texas"
HTLD,"Heartland Express, Inc.","Heartland Express, Inc.",Industrials,Cargo Ground Transportation,"North Liberty, Iowa"
HTO,H2O America,H2O America,Utilities,Water Utilities,"San Jose, California"
HTZ,"Hertz Global Holdings, Inc","Hertz Global Holdings, Inc.",Industrials,Passenger Ground Transportation,"Estero, Florida"
HUBG,"Hub Group, Inc.","Hub Group, Inc.",Industrials,Air Freight & Logistics,"Oak Brook, Illinois"
HWKN,"Hawkins, Inc.","Hawkins, Inc.",Materials,Commodity Chemicals,"Roseville, Minnesota"
HZO,"MarineMax, Inc.  (FL)","MarineMax, Inc.",Consumer Discretionary,Specialty Stores,"Clearwater, Florida"
IAC,IAC Inc.,IAC Inc.,Communication Services,Publishing,"New York City, New York"
IART,Integra LifeSciences Holdings C,Integra LifeSciences Holdings Corporation,Health Care,Health Care Equipment,"Princeton, New Jersey"
IBP,"Installed Building Products, In","Installed Building Products, Inc.",Consumer Discretionary,Homebuilding,"Columbus, Ohio"
ICHR,Ichor Holdings,"Ichor Holdings, Ltd.",Information Technology,Semiconductor Materials & Equipment,"Fremont, California"
ICUI,"ICU Medical, Inc.","ICU Medical, Inc.",Health Care,Health Care Supplies,"San Clemente, California"
IDCC,"InterDigital, Inc.","InterDigital, Inc.",Information Technology,Communications Equipment,"Wilmington, Delaware"
IIIN,"Insteel Industries, Inc.",Insteel Industries Inc.,Industrials,Building Products,"Mount Airy, North Carolina"
IIPR,Innovative Industrial Propertie,"Innovative Industrial Properties, Inc.",Real Estate,Industrial REITs,"Park City, Utah"
INDB,Independent Bank Corp.,Independent Bank Corp.,Financials,Regional Banks,"Rockland, Massachusetts"
INN,"Summit Hotel Properties, Inc.","Summit Hotel Properties, Inc.",Real Estate,Hotel & Resort REITs,"Austin, Texas"
INSP,"Inspire Medical Systems, Inc.","Inspire Medical Systems, Inc.",Health Care,Health Care Equipment,"Golden Valley, Minnesota"
INSW,"International Seaways, Inc.","International Seaways, Inc.",Energy,Oil & Gas Storage & Transportation,"New York City, New York"
INVA,"Innoviva, Inc.","Innoviva, Inc.",Health Care,Pharmaceuticals,"Burlingame, California"
INVX,"Innovex International, Inc.","Innovex International, Inc.",Energy,Oil & Gas Equipment & Services,"Houston, Texas"
IOSP,Innospec Inc.,Innospec Inc.,Materials,Specialty Chemicals,"Englewood, Colorado"
IPAR,"Interparfums, Inc.","Interparfums, Inc.",Consumer Staples,Household Products,"New York City, New York"
ITGR,Integer Holdings Corporation,Integer Holdings Corporation,Health Care,Health Care Equipment,"Plano, Texas"
ITRI,"Itron, Inc.","Itron, Inc.",Information Technology,Electronic Equipment & Instruments,"Liberty Lake, Washington"
JBGS,JBG SMITH Properties,JBG SMITH Properties,Real Estate,Office REITs,"Bethesda, Maryland"
JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,Industrials,Passenger Airlines,"Long Island City, New York"
JBSS,"John B. Sanfilippo & Son, Inc.","John B. Sanfilippo & Son, Inc.",Consumer Staples,Packaged Foods & Meats,"Elgin, Illinois"
JBTM,JBT Marel Corporation,JBT Marel Corporation,Industrials,Industrial Machinery & Supplies & Components,"Chicago, Illinois"
JJSF,J & J Snack Foods Corp.,J&J Snack Foods Corp.,Consumer Staples,Packaged Foods & Meats,"Pennsauken Township, New Jersey"
JOE,St. Joe Company (The),The St. Joe Company,Real Estate,Real Estate Development,"Panama City Beach, Florida"
JXN,Jackson Financial Inc.,Jackson Financial Inc.,Financials,Life & Health Insurance,"Lansing, Michigan"
KAI,Kadant Inc,Kadant Inc.,Industrials,Industrial Machinery & Supplies & Components,"Westford, Massachusetts"
KALU,Kaiser Aluminum Corporation,Kaiser Aluminum Corporation,Materials,Aluminum,"Franklin, Tennessee"
KAR,"OPENLANE, Inc.","OPENLANE, Inc.",Industrials,Diversified Support Services,"Carmel, Indiana"
KFY,Korn Ferry,Korn Ferry,Industrials,Human Resource & Employment Services,"Los Angeles, California"
KGS,"Kodiak Gas Services, Inc.","Kodiak Gas Services, Inc.",Energy,Oil & Gas Equipment & Services,"The Woodlands, Texas"
KLIC,"Kulicke and Soffa Industries, I","Kulicke and Soffa Industries, Inc.",Information Technology,Semiconductor Materials & Equipment,"Serangoon, North-East Region, Singapore"
KMT,Kennametal Inc.,Kennametal Inc.,Industrials,Industrial Machinery & Supplies & Components,"Pittsburgh, Pennsylvania"
KN,Knowles Corporation,Knowles Corporation,Information Technology,Electronic Components,"Itasca, Illinois"
KNTK,Kinetik Holdings Inc.,Kinetik Holdings Inc.,Energy,Oil & Gas Storage & Transportation,"Midland, Texas"
KOP,Koppers Holdings Inc.,Koppers Holdings Inc.,Materials,Commodity Chemicals,"Pittsburgh, Pennsylvania"
KREF,KKR Real Estate Finance Trust I,KKR Real Estate Finance Trust Inc.,Financials,Mortgage REITs,"New York City, New York"
KRYS,"Krystal Biotech, Inc.","Krystal Biotech, Inc.",Health Care,Biotechnology,"Pittsburgh, Pennsylvania"
KSS,Kohl's Corporation,Kohl's Corporation,Consumer Discretionary,Broadline Retail,"Menomonee Falls, Wisconsin"
KTB,"Kontoor Brands, Inc.","Kontoor Brands, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Greensboro, North Carolina"
KW,Kennedy-Wilson Holdings Inc.,"Kennedy-Wilson Holdings, Inc.",Real Estate,Real Estate Services,"Beverly Hills, California"
KWR,Quaker Houghton,Quaker Chemical Corporation,Materials,Specialty Chemicals,"Conshohocken, Pennsylvania"
LBRT,Liberty Energy Inc.,Liberty Energy Inc.,Energy,Oil & Gas Equipment & Services,"Denver, Colorado"
LCII,LCI Industries,LCI Industries,Consumer Discretionary,Automotive Parts & Equipment,"Elkhart, Indiana"
LEG,"Leggett & Platt, Incorporated","Leggett & Platt, Incorporated",Consumer Discretionary,Home Furnishings,"Carthage, Missouri"
LGIH,"LGI Homes, Inc.","LGI Homes, Inc.",Consumer Discretionary,Homebuilding,"The Woodlands, Texas"
LGND,Ligand Pharmaceuticals Incorpor,Ligand Pharmaceuticals Incorporated,Health Care,Biotechnology,"San Diego, California"
LKFN,Lakeland Financial Corporation,Lakeland Financial Corporation,Financials,Regional Banks,"Warsaw, Indiana"
LMAT,"LeMaitre Vascular, Inc.","LeMaitre Vascular, Inc.",Health Care,Health Care Equipment,"Burlington, Massachusetts"
LNC,Lincoln National Corporation,Lincoln National Corporation,Financials,Multi-line Insurance,"Radnor, Pennsylvania"
LNN,Lindsay Corporation,Lindsay Corporation,Materials,Agricultural & Farm Machinery,"Omaha, Nebraska"
LPG,Dorian LPG Ltd.,Dorian LPG Ltd.,Energy,Oil & Gas Storage & Transportation,"Stamford, Connecticut"
LQDT,"Liquidity Services, Inc.","Liquidity Services, Inc.",Industrials,Diversified Support Services,"Bethesda, Maryland"
LRN,"Stride, Inc.","Stride, Inc.",Consumer Discretionary,Education Services,"Herndon, Virginia"
LTC,"LTC Properties, Inc.","LTC Properties, Inc.",Real Estate,Health Care REITs,"Westlake Village, California"
LUMN,"Lumen Technologies, Inc.","Lumen Technologies, Inc.",Communication Services,Alternative Carriers,"Monroe, Louisiana"
LXP,LXP Industrial Trust,LXP Industrial Trust,Real Estate,Diversified REITs,"New York City, New York"
LZB,La-Z-Boy Incorporated,La-Z-Boy Incorporated,Consumer Discretionary,Home Furnishings,"Monroe, Michigan"
MAC,Macerich Company (The),The Macerich Company,Real Estate,Retail REITs,"Santa Monica, California"
MAN,ManpowerGroup,ManpowerGroup Inc.,Industrials,Human Resource & Employment Services,"Milwaukee, Wisconsin"
MARA,"MARA Holdings, Inc.","MARA Holdings, Inc.",Information Technology,Internet Services & Infrastructure,"Fort Lauderdale, Florida"
MATW,Matthews International Corporat,Matthews International Corporation,Consumer Discretionary,Specialized Consumer Services,"Pittsburgh, Pennsylvania"
MATX,"Matson, Inc.","Matson, Inc.",Industrials,Marine Transportation,"Honolulu, Hawaii"
MBC,"MasterBrand, Inc.","MasterBrand, Inc.",Industrials,Building Products,"Jasper, Indiana"
MC,Moelis & Company,Moelis & Company,Financials,Investment Banking & Brokerage,"New York City, New York"
MCRI,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc.",Consumer Discretionary,Casinos & Gaming,"Reno, Nevada"
MCW,"Mister Car Wash, Inc.","Mister Car Wash, Inc.",Consumer Discretionary,Specialized Consumer Services,"Tucson, Arizona"
MCY,Mercury General Corporation,Mercury General Corporation,Financials,Property & Casualty Insurance,"Los Angeles, California"
MD,"Pediatrix Medical Group, Inc.","Pediatrix Medical Group, Inc.",Health Care,Health Care Services,"Sunrise, Florida"
MDU,"MDU Resources Group, Inc.","MDU Resources Group, Inc.",Utilities,Multi-Utilities,"Bismarck, North Dakota"
MGEE,MGE Energy Inc.,"MGE Energy, Inc.",Utilities,Electric Utilities,"Madison, Wisconsin"
MGPI,"MGP Ingredients, Inc.","MGP Ingredients, Inc.",Consumer Staples,Distillers & Vintners,"Atchison, Kansas"
MGY,Magnolia Oil & Gas Corporation,Magnolia Oil & Gas Corporation,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
MHO,"M/I Homes, Inc.","M/I Homes, Inc.",Consumer Discretionary,Homebuilding,"Columbus, Ohio"
MIR,"Mirion Technologies, Inc.","Mirion Technologies, Inc.",Information Technology,Electronic Equipment & Instruments,"Atlanta, Georgia"
MKTX,"MarketAxess Holdings, Inc.",MarketAxess Holdings Inc.,Financials,Financial Exchanges & Data,"New York City, New York"
MLKN,"MillerKnoll, Inc.","MillerKnoll, Inc.",Industrials,Office Services & Supplies,"Zeeland, Michigan"
MMI,"Marcus & Millichap, Inc.","Marcus & Millichap, Inc.",Real Estate,Real Estate Services,"Calabasas, California"
MMSI,"Merit Medical Systems, Inc.","Merit Medical Systems, Inc.",Health Care,Health Care Supplies,"South Jordan, Utah"
MNRO,"Monro, Inc.","Monro, Inc.",Consumer Discretionary,Automotive Retail,"Rochester, New York"
MODG,Topgolf Callaway Brands Corp.,Topgolf Callaway Brands Corp.,Consumer Discretionary,Leisure Products,"Carlsbad, California"
MOG.A,N/A,N/A,Industrials,Aerospace & Defense,"Elma, New York"
MPW,"Medical Properties Trust, Inc.","Medical Properties Trust, Inc.",Real Estate,Health Care REITs,"Birmingham, Alabama"
MRCY,Mercury Systems Inc,"Mercury Systems, Inc.",Industrials,Electrical Components & Equipment,"Andover, Massachusetts"
MRP,"Millrose Properties, Inc.","Millrose Properties, Inc.",Real Estate,Single-Family Residential REITs,"Chevy Chase, Maryland"
MRTN,"Marten Transport, Ltd.","Marten Transport, Ltd.",Industrials,Cargo Ground Transportation,"Mondovi, Wisconsin"
MSEX,Middlesex Water Company,Middlesex Water Company,Utilities,Water Utilities,"Iselin, New Jersey"
MSGS,Madison Square Garden Sports Co,Madison Square Garden Sports Corp.,Communication Services,Movies & Entertainment,"New York City, New York"
MTH,Meritage Homes Corporation,Meritage Homes Corporation,Consumer Discretionary,Homebuilding,"Scottsdale, Arizona"
MTRN,Materion Corporation,Materion Corporation,Materials,Diversified Metals & Mining,"Mayfield Heights, Ohio"
MTUS,Metallus Inc.,Metallus Inc.,Materials,Steel,"Canton, Ohio"
MTX,Minerals Technologies Inc.,Minerals Technologies Inc.,Materials,Specialty Chemicals,"New York City, New York"
MWA,MUELLER WATER PRODUCTS,"Mueller Water Products, Inc.",Industrials,Industrial Machinery & Supplies & Components,"Atlanta, Georgia"
MXL,"MaxLinear, Inc","MaxLinear, Inc.",Information Technology,Semiconductors,"Carlsbad, California"
MYGN,"Myriad Genetics, Inc.","Myriad Genetics, Inc.",Health Care,Biotechnology,"Salt Lake City, Utah"
MYRG,"MYR Group, Inc.",MYR Group Inc.,Industrials,Construction & Engineering,"Thornton, Colorado"
NABL,"N-able, Inc.","N-able, Inc.",Information Technology,Systems Software,"Wilmington, Delaware"
NATL,NCR Atleos Corporation,NCR Atleos Corporation,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia"
NAVI,Navient Corporation,Navient Corporation,Financials,Consumer Finance,"Wilmington, Delaware"
NBHC,National Bank Holdings Corporat,National Bank Holdings Corporation,Financials,Regional Banks,"Greenwood Village, Colorado"
NBTB,NBT Bancorp Inc.,NBT Bancorp Inc.,Financials,Regional Banks,"Norwich, New York"
NE,Noble Corporation plc A,Noble Corporation plc,Energy,Oil & Gas Drilling,"Houston, Texas"
NEO,"NeoGenomics, Inc.","NeoGenomics, Inc.",Health Care,Health Care Services,"Fort Myers, Florida"
NEOG,Neogen Corporation,Neogen Corporation,Health Care,Health Care Supplies,"Lansing, Michigan"
NGVT,Ingevity Corporation,Ingevity Corporation,Materials,Specialty Chemicals,"North Charleston, South Carolina"
NHC,National HealthCare Corporation,National HealthCare Corporation,Health Care,Health Care Facilities,"Murfreesboro, Tennessee"
NMIH,NMI Holdings Inc,"NMI Holdings, Inc.",Financials,Commercial & Residential Mortgage Finance,"Emeryville, California"
NOG,"Northern Oil and Gas, Inc.","Northern Oil and Gas, Inc.",Energy,Oil & Gas Exploration & Production,"Minnetonka, Minnesota"
NPK,"National Presto Industries, Inc","National Presto Industries, Inc.",Industrials,Aerospace & Defense,"Eau Claire, Wisconsin"
NPO,Enpro Inc.,Enpro Inc.,Industrials,Industrial Machinery & Supplies & Components,"Charlotte, North Carolina"
NSIT,"Insight Enterprises, Inc.","Insight Enterprises, Inc.",Industrials,Technology Distributors,"Tempe, Arizona"
NTCT,"NetScout Systems, Inc.","NetScout Systems, Inc.",Information Technology,Communications Equipment,"Westford, Massachusetts"
NVRI,Enviri Corporation,Enviri Corporation,Industrials,Industrial Machinery & Supplies & Components,"Philadelphia, Pennsylvania"
NWBI,"Northwest Bancshares, Inc.","Northwest Bancshares, Inc.",Financials,Regional Banks,"Warren, Pennsylvania"
NWL,Newell Brands Inc.,Newell Brands Inc.,Consumer Discretionary,Housewares & Specialties,"Atlanta, Georgia"
NWN,Northwest Natural Holding Compa,Northwest Natural Holding Company,Utilities,Gas Utilities,"Portland, Oregon"
NX,Quanex Building Products Corpor,Quanex Building Products Corporation,Industrials,Building Products,"Houston, Texas"
NXRT,"NexPoint Residential Trust, Inc","NexPoint Residential Trust, Inc.",Real Estate,Multi-Family Residential REITs,"Dallas, Texas"
OFG,OFG Bancorp,OFG Bancorp,Financials,Regional Banks,"San Juan, Puerto Rico"
OGN,Organon & Co.,Organon & Co.,Health Care,Pharmaceuticals,"Jersey City, New Jersey"
OI,"O-I Glass, Inc.","O-I Glass, Inc.",Materials,"Metal, Glass & Plastic Containers","Perrysburg, Ohio"
OII,"Oceaneering International, Inc.","Oceaneering International, Inc.",Energy,Oil & Gas Equipment & Services,"Houston, Texas"
OMCL,"Omnicell, Inc.","Omnicell, Inc.",Health Care,Health Care Technology,"Fort Worth, Texas"
OSIS,"OSI Systems, Inc.","OSI Systems, Inc.",Information Technology,Electronic Equipment & Instruments,"Hawthorne, California"
OTTR,Otter Tail Corporation,Otter Tail Corporation,Utilities,Electric Utilities,"Fergus Falls, Minnesota"
OUT,OUTFRONT Media Inc.,OUTFRONT Media Inc.,Real Estate,Other Specialized REITs,"New York City, New York"
OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Atlanta, Georgia"
PAHC,Phibro Animal Health Corporatio,Phibro Animal Health Corporation,Health Care,Pharmaceuticals,"Teaneck, New Jersey"
PARR,"Par Pacific Holdings, Inc. Comm","Par Pacific Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,"Houston, Texas"
PAYO,Payoneer Global Inc.,Payoneer Global Inc.,Financials,Transaction & Payment Processing Services,"New York City, New York"
PATK,"Patrick Industries, Inc.","Patrick Industries, Inc.",Consumer Discretionary,Automotive Parts & Equipment,"Elkhart, Indiana"
PBH,Prestige Consumer Healthcare In,Prestige Consumer Healthcare Inc.,Health Care,Pharmaceuticals,"Tarrytown, New York"
PBI,Pitney Bowes Inc.,Pitney Bowes Inc.,Industrials,Office Services & Supplies,"Stamford, Connecticut"
PCRX,"Pacira BioSciences, Inc.","Pacira BioSciences, Inc.",Health Care,Pharmaceuticals,"Tampa, Florida"
PDFS,"PDF Solutions, Inc.","PDF Solutions, Inc.",Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California"
PEB,Pebblebrook Hotel Trust,Pebblebrook Hotel Trust,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland"
PECO,"Phillips Edison & Company, Inc.","Phillips Edison & Company, Inc.",Real Estate,Retail REITs,"Cincinnati, Ohio"
PENG,"Penguin Solutions, Inc.","Penguin Solutions, Inc.",Information Technology,Semiconductors,"Milpitas, California"
PENN,"PENN Entertainment, Inc.","PENN Entertainment, Inc.",Consumer Discretionary,Casinos & Gaming,"Wyomissing, Pennsylvania"
PFBC,Preferred Bank,Preferred Bank,Financials,Regional Banks,"Los Angeles, California"
PFS,"Provident Financial Services, I","Provident Financial Services, Inc.",Financials,Regional Banks,"Jersey City, New Jersey"
PGNY,"Progyny, Inc.","Progyny, Inc.",Health Care,Health Care Services,"New York City, New York"
PHIN,PHINIA Inc.,PHINIA Inc.,Consumer Discretionary,Automotive Retail,"Auburn Hills, Michigan"
PI,"Impinj, Inc.","Impinj, Inc.",Information Technology,Electronic Equipment & Instruments,"Seattle, Washington"
PINC,"Premier, Inc.","Premier, Inc.",Health Care,Health Care Services,"Charlotte, North Carolina"
PIPR,Piper Sandler Companies,Piper Sandler Companies,Financials,Investment Banking & Brokerage,"Minneapolis, Minnesota"
PJT,PJT Partners Inc.,PJT Partners Inc.,Financials,Investment Banking & Brokerage,"New York City, New York"
PLAB,"Photronics, Inc.","Photronics, Inc.",Information Technology,Semiconductor Materials & Equipment,"Brookfield, Connecticut"
PLAY,"Dave & Buster's Entertainment, ","Dave & Buster's Entertainment, Inc.",Consumer Discretionary,Restaurants,"Dallas, Texas"
PLMR,"Palomar Holdings, Inc.","Palomar Holdings, Inc.",Financials,Property & Casualty Insurance,"La Jolla, California"
PLUS,ePlus inc.,ePlus inc.,Information Technology,Technology Distributors,"Herndon, Virginia"
PLXS,Plexus Corp.,Plexus Corp.,Information Technology,Electronic Manufacturing Services,"Neenah, Wisconsin"
PMT,PennyMac Mortgage Investment Tr,PennyMac Mortgage Investment Trust,Real Estate,Mortgage REITs,"Westlake Village, California"
POWL,"Powell Industries, Inc.","Powell Industries, Inc.",Industrials,Electrical Components & Equipment,"Houston, Texas"
PRA,ProAssurance Corporation,ProAssurance Corporation,Financials,Property & Casualty Insurance,"Birmingham, Alabama"
PRAA,"PRA Group, Inc.","PRA Group, Inc.",Financials,Consumer Finance,"Norfolk, Virginia"
PRDO,Perdoceo Education Corporation,Perdoceo Education Corporation,Consumer Discretionary,Education Services,"Schaumburg, Illinois"
PRG,"PROG Holdings, Inc.","PROG Holdings, Inc.",Financials,Consumer Finance,"Draper, Utah"
PRGS,Progress Software Corporation,Progress Software Corporation,Information Technology,Systems Software,"Burlington, Massachusetts"
PRK,Park National Corporation,Park National Corporation,Financials,Regional Banks,"Newark, Ohio"
PRKS,United Parks & Resorts Inc.,United Parks & Resorts Inc.,Consumer Discretionary,Leisure Facilities,"Orlando, Florida"
PRLB,"Proto Labs, Inc.","Proto Labs, Inc.",Industrials,Industrial Machinery & Supplies & Components,"Maple Plain, Minnesota"
PRSU,Pursuit Attractions and Hospita,"Pursuit Attractions and Hospitality, Inc.",Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Scottsdale, Arizona"
PRVA,"Privia Health Group, Inc.","Privia Health Group, Inc.",Health Care,Health Care Services,"Arlington County, Virginia"
PSMT,"PriceSmart, Inc.","PriceSmart, Inc.",Consumer Staples,Consumer Staples Merchandise Retail,"San Diego, California"
PTEN,"Patterson-UTI Energy, Inc.","Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,"Houston, Texas"
PTGX,"Protagonist Therapeutics, Inc.","Protagonist Therapeutics, Inc.",Health Care,Biotechnology,"Newark, California"
PZZA,"Papa John's International, Inc.","Papa John's International, Inc.",Consumer Discretionary,Restaurants,"Jeffersontown, Kentucky"
QDEL,QuidelOrtho Corporation,QuidelOrtho Corporation,Health Care,Health Care Supplies,"San Diego, California"
QNST,"QuinStreet, Inc.","QuinStreet, Inc.",Communication Services,Interactive Media & Services,"Foster City, California"
QRVO,"Qorvo, Inc.","Qorvo, Inc.",Information Technology,Semiconductors,"Greensboro, North Carolina"
QTWO,"Q2 Holdings, Inc.","Q2 Holdings, Inc.",Information Technology,Application Software,"Austin, Texas"
RAMP,"LiveRamp Holdings, Inc.","LiveRamp Holdings, Inc.",Information Technology,Application Software,"San Francisco, California"
RAL,Ralliant Corporation,Ralliant Corporation,Information Technology,Electronic Equipment & Instruments,"New York City, New York"
RC,Ready Capital Corporation,Ready Capital Corporation,Financials,Mortgage REITs,"New York City, New York"
RCUS,"Arcus Biosciences, Inc.","Arcus Biosciences, Inc.",Health Care,Biotechnology,"Hayward, California"
RDN,Radian Group Inc.,Radian Group Inc.,Financials,Property & Casualty Insurance,"Philadelphia, Pennsylvania"
RDNT,"RadNet, Inc.","RadNet, Inc.",Health Care,Health Care Services,"Los Angeles, California"
RES,"RPC, Inc.","RPC, Inc.",Energy,Oil & Gas Equipment & Services,"Atlanta, Georgia"
REYN,Reynolds Consumer Products Inc.,Reynolds Consumer Products Inc.,Consumer Staples,Household Products,"Lake Forest, Illinois"
REX,REX American Resources Corporat,REX American Resources Corporation,Energy,Oil & Gas Refining & Marketing,"Dayton, Ohio"
REZI,"Resideo Technologies, Inc.","Resideo Technologies, Inc.",Industrials,Trading Companies & Distributors,"Scottsdale, Arizona"
RGR,"Sturm, Ruger & Company, Inc.","Sturm, Ruger & Company, Inc.",Consumer Discretionary,Leisure Products,"Southport, Connecticut"
RHI,Robert Half Inc.,Robert Half Inc.,Industrials,Human Resource & Employment Services,"Menlo Park, California"
RHP,"Ryman Hospitality Properties, I","Ryman Hospitality Properties, Inc.",Real Estate,Hotel & Resort REITs,"Nashville, Tennessee"
RNST,Renasant Corporation,Renasant Corporation,Financials,Regional Banks,"Tupelo, Mississippi"
ROCK,"Gibraltar Industries, Inc.","Gibraltar Industries, Inc.",Industrials,Building Products,"Buffalo, New York"
ROG,Rogers Corporation,Rogers Corporation,Information Technology,Electronic Components,"Chandler, Arizona"
RUN,Sunrun Inc.,Sunrun Inc.,Industrials,Building Products,"San Francisco, California"
RUSHA,"Rush Enterprises, Inc.","Rush Enterprises, Inc.",Industrials,Construction Machinery & Heavy Transportation Equipment,"New Braunfels, Texas"
RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",Real Estate,Mortgage REITs,"Mill Valley, California"
RXO,"RXO, Inc.","RXO, Inc.",Industrials,Cargo Ground Transportation,"Charlotte, North Carolina"
SAFE,Safehold Inc. New,Safehold Inc.,Real Estate,Other Specialized REITs,"New York City, New York"
SABR,Sabre Corporation,Sabre Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Southlake, Texas"
SAFT,"Safety Insurance Group, Inc.","Safety Insurance Group, Inc.",Financials,Property & Casualty Insurance,"Boston, Massachusetts"
SAH,"Sonic Automotive, Inc.","Sonic Automotive, Inc.",Consumer Discretionary,Automotive Retail,"Charlotte, North Carolina"
SANM,Sanmina Corporation,Sanmina Corporation,Information Technology,Electronic Manufacturing Services,"San Jose, California"
SBCF,Seacoast Banking Corporation of,Seacoast Banking Corporation of Florida,Financials,Regional Banks,"Stuart, Florida"
SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",Consumer Discretionary,Specialty Stores,"Denton, Texas"
SBSI,"Southside Bancshares, Inc.","Southside Bancshares, Inc.",Financials,Regional Banks,"Tyler, Texas"
SCHL,Scholastic Corporation,Scholastic Corporation,Consumer Discretionary,Publishing,"New York City, New York"
SCL,Stepan Company,Stepan Company,Materials,Specialty Chemicals,"Northfield, Illinois"
SCSC,"ScanSource, Inc.","ScanSource, Inc.",Information Technology,Technology Distributors,"Greenville, South Carolina"
SCVL,"Shoe Carnival, Inc.","Shoe Carnival, Inc.",Consumer Discretionary,Apparel Retail,"Evansville, Indiana"
SDGR,"Schrodinger, Inc.","Schrödinger, Inc.",Health Care,Health Care Services,"New York City, New York"
SEDG,"SolarEdge Technologies, Inc.","SolarEdge Technologies, Inc.",Information Technology,Semiconductor Materials & Equipment,"Herzliya, Israel"
SEE,Sealed Air Corporation,Sealed Air Corporation,Materials,Paper & Plastic Packaging Products & Materials,"Charlotte, North Carolina"
SEM,Select Medical Holdings Corpora,Select Medical Holdings Corporation,Health Care,Health Care Facilities,"Mechanicsburg, Pennsylvania"
SFBS,"ServisFirst Bancshares, Inc.","ServisFirst Bancshares, Inc.",Financials,Regional Banks,"Birmingham, Alabama"
SFNC,Simmons First National Corporat,Simmons First National Corporation,Financials,Regional Banks,"Little Rock, Arkansas"
SHAK,"Shake Shack, Inc.",Shake Shack Inc.,Consumer Discretionary,Restaurants,"New York City, New York"
SHEN,Shenandoah Telecommunications C,Shenandoah Telecommunications Company,Communication Services,Wireless Telecommunication Services,"Edinburg, Virginia"
