Symbol,Short Name,Long Name,Type,Sector,Industry,Country
HOLX,"Hologic, Inc.","Hologic, Inc.",share,Health Care,Health Care Equipment,"Marlborough, Massachusetts"
HD,"Home Depot, Inc. (The)","The Home Depot, Inc.",share,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia"
HON,Honeywell International Inc.,Honeywell International Inc.,share,Industrials,Industrial Conglomerates,"Charlotte, North Carolina"
HRL,Hormel Foods Corporation,Hormel Foods Corporation,share,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota"
HST,"Host Hotels & Resorts, Inc.","Host Hotels & Resorts, Inc.",share,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland"
HWM,Howmet Aerospace Inc.,Howmet Aerospace Inc.,share,Industrials,Aerospace & Defense,"Pittsburgh, Pennsylvania"
HPQ,HP Inc.,HP Inc.,share,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California"
HUBB,Hubbell Inc,Hubbell Incorporated,share,Industrials,Industrial Machinery & Supplies & Components,"Shelton, Connecticut"
HUM,Humana Inc.,Humana Inc.,share,Health Care,Managed Health Care,"Louisville, Kentucky"
HBAN,Huntington Bancshares Incorpora,Huntington Bancshares Incorporated,share,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
HII,"Huntington Ingalls Industries, ","Huntington Ingalls Industries, Inc.",share,Industrials,Aerospace & Defense,"Newport News, Virginia"
IBM,International Business Machines,International Business Machines Corporation,share,Information Technology,IT Consulting & Other Services,"Armonk, New York"
IEX,IDEX Corporation,IDEX Corporation,share,Industrials,Industrial Machinery & Supplies & Components,"Northbrook, Illinois"
IDXX,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc.",share,Health Care,Health Care Equipment,"Westbrook, Maine"
ITW,Illinois Tool Works Inc.,Illinois Tool Works Inc.,share,Industrials,Industrial Machinery & Supplies & Components,"Glenview, Illinois"
INCY,Incyte Corporation,Incyte Corporation,share,Health Care,Biotechnology,"Wilmington, Delaware"
IR,Ingersoll Rand Inc.,Ingersoll Rand Inc.,share,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina"
PODD,Insulet Corporation,Insulet Corporation,share,Health Care,Health Care Equipment,"Acton, Massachusetts"
INTC,Intel Corporation,Intel Corporation,share,Information Technology,Semiconductors,"Santa Clara, California"
IBKR,"Interactive Brokers Group, Inc.","Interactive Brokers Group, Inc.",share,Financials,Investment Banking & Brokerage,"Greenwich, Connecticut"
ICE,Intercontinental Exchange Inc.,"Intercontinental Exchange, Inc.",share,Financials,Financial Exchanges & Data,"Atlanta, Georgia"
IFF,International Flavors & Fragran,International Flavors & Fragrances Inc.,share,Materials,Specialty Chemicals,"New York City, New York"
IP,International Paper Company,International Paper Company,share,Materials,Paper & Plastic Packaging Products & Materials,"Memphis, Tennessee"
IPG,"Interpublic Group of Companies,","The Interpublic Group of Companies, Inc.",share,Communication Services,Advertising,"New York City, New York"
INTU,Intuit Inc.,Intuit Inc.,share,Information Technology,Application Software,"Mountain View, California"
ISRG,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",share,Health Care,Health Care Equipment,"Sunnyvale, California"
IVZ,Invesco Ltd,Invesco Ltd.,share,Financials,Asset Management & Custody Banks,"Atlanta, Georgia"
INVH,Invitation Homes Inc.,Invitation Homes Inc.,share,Real Estate,Single-Family Residential REITs,"Dallas, Texas"
IQV,"IQVIA Holdings, Inc.",IQVIA Holdings Inc.,share,Health Care,Life Sciences Tools & Services,"Durham, North Carolina"
IRM,Iron Mountain Incorporated (Del,Iron Mountain Incorporated,share,Real Estate,Other Specialized REITs,"Portsmouth, New Hampshire"
JBHT,"J.B. Hunt Transport Services, I","J.B. Hunt Transport Services, Inc.",share,Industrials,Cargo Ground Transportation,"Lowell, Arkansas"
JBL,Jabil Inc.,Jabil Inc.,share,Information Technology,Electronic Manufacturing Services,"St. Petersburg, Florida"
JKHY,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",share,Financials,Transaction & Payment Processing Services,"Monett, Missouri"
J,Jacobs Solutions Inc.,Jacobs Solutions Inc.,share,Industrials,Construction & Engineering,"Dallas, Texas"
JNJ,Johnson & Johnson,Johnson & Johnson,share,Health Care,Pharmaceuticals,"New Brunswick, New Jersey"
JCI,Johnson Controls International ,Johnson Controls International plc,share,Industrials,Building Products,"Cork, Ireland"
JPM,JP Morgan Chase & Co.,JPMorgan Chase & Co.,share,Financials,Diversified Banks,"New York City, New York"
K,Kellanova,Kellanova,share,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois"
KVUE,Kenvue Inc.,Kenvue Inc.,share,Consumer Staples,Personal Care Products,"Skillman, New Jersey"
KDP,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc.,share,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Burlington, Massachusetts"
KEY,KeyCorp,KeyCorp,share,Financials,Regional Banks,"Cleveland, Ohio"
KEYS,Keysight Technologies Inc.,"Keysight Technologies, Inc.",share,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California"
KMB,Kimberly-Clark Corporation,Kimberly-Clark Corporation,share,Consumer Staples,Household Products,"Irving, Texas"
KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,share,Real Estate,Retail REITs,"Jericho, New York"
KMI,"Kinder Morgan, Inc.","Kinder Morgan, Inc.",share,Energy,Oil & Gas Storage & Transportation,"Houston, Texas"
KKR,KKR & Co. Inc.,KKR & Co. Inc.,share,Financials,Asset Management & Custody Banks,"New York City, New York"
KLAC,KLA Corporation,KLA Corporation,share,Information Technology,Semiconductor Materials & Equipment,"Milpitas, California"
KHC,The Kraft Heinz Company,The Kraft Heinz Company,share,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania"
KR,Kroger Company (The),The Kroger Co.,share,Consumer Staples,Food Retail,"Cincinnati, Ohio"
LHX,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",share,Industrials,Aerospace & Defense,"Melbourne, Florida"
LH,Labcorp Holdings Inc.,Labcorp Holdings Inc.,share,Health Care,Health Care Services,"Burlington, North Carolina"
LRCX,Lam Research Corporation,Lam Research Corporation,share,Information Technology,Semiconductor Materials & Equipment,"Fremont, California"
LW,"Lamb Weston Holdings, Inc.","Lamb Weston Holdings, Inc.",share,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho"
LVS,Las Vegas Sands Corp.,Las Vegas Sands Corp.,share,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada"
LDOS,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",share,Industrials,Diversified Support Services,"Reston, Virginia"
LEN,Lennar Corporation,Lennar Corporation,share,Consumer Discretionary,Homebuilding,"Miami, Florida"
LII,"Lennox International, Inc.",Lennox International Inc.,share,Industrials,Building Products,"Richardson, Texas"
LLY,Eli Lilly and Company,Eli Lilly and Company,share,Health Care,Pharmaceuticals,"Indianapolis, Indiana"
LIN,Linde plc,Linde plc,share,Materials,Industrial Gases,"Guildford, United Kingdom"
LYV,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",share,Communication Services,Movies & Entertainment,"Beverly Hills, California"
LKQ,LKQ Corporation,LKQ Corporation,share,Consumer Discretionary,Distributors,"Nashville, Tennessee"
LMT,Lockheed Martin Corporation,Lockheed Martin Corporation,share,Industrials,Aerospace & Defense,"Bethesda, Maryland"
L,Loews Corporation,Loews Corporation,share,Financials,Multi-line Insurance,"New York City, New York"
LOW,"Lowe's Companies, Inc.","Lowe's Companies, Inc.",share,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina"
LULU,lululemon athletica inc.,lululemon athletica inc.,share,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Vancouver, Canada"
LYB,LyondellBasell Industries NV,LyondellBasell Industries N.V.,share,Materials,Specialty Chemicals,"Rotterdam, Netherlands"
MTB,M&T Bank Corporation,M&T Bank Corporation,share,Financials,Regional Banks,"Buffalo, New York"
MPC,Marathon Petroleum Corporation,Marathon Petroleum Corporation,share,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio"
MAR,Marriott International,"Marriott International, Inc.",share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland"
MMC,"Marsh & McLennan Companies, Inc","Marsh & McLennan Companies, Inc.",share,Financials,Insurance Brokers,"New York City, New York"
MLM,"Martin Marietta Materials, Inc.","Martin Marietta Materials, Inc.",share,Materials,Construction Materials,"Raleigh, North Carolina"
MAS,Masco Corporation,Masco Corporation,share,Industrials,Building Products,"Livonia, Michigan"
MA,Mastercard Incorporated,Mastercard Incorporated,share,Financials,Transaction & Payment Processing Services,"Harrison, New York"
MTCH,"Match Group, Inc.","Match Group, Inc.",share,Communication Services,Interactive Media & Services,"Dallas, Texas"
MKC,"McCormick & Company, Incorporat","McCormick & Company, Incorporated",share,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland"
MCD,McDonald's Corporation,McDonald's Corporation,share,Consumer Discretionary,Restaurants,"Chicago, Illinois"
MCK,McKesson Corporation,McKesson Corporation,share,Health Care,Health Care Distributors,"Irving, Texas"
MDT,Medtronic plc.,Medtronic plc,share,Health Care,Health Care Equipment,"Dublin, Ireland"
MRK,"Merck & Company, Inc.","Merck & Co., Inc.",share,Health Care,Pharmaceuticals,"Kenilworth, New Jersey"
META,"Meta Platforms, Inc.","Meta Platforms, Inc.",share,Communication Services,Interactive Media & Services,"Menlo Park, California"
MET,"MetLife, Inc.","MetLife, Inc.",share,Financials,Life & Health Insurance,"New York City, New York"
MTD,"Mettler-Toledo International, I",Mettler-Toledo International Inc.,share,Health Care,Life Sciences Tools & Services,"Columbus, Ohio"
MGM,MGM Resorts International,MGM Resorts International,share,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada"
MCHP,Microchip Technology Incorporat,Microchip Technology Incorporated,share,Information Technology,Semiconductors,"Chandler, Arizona"
MU,"Micron Technology, Inc.","Micron Technology, Inc.",share,Information Technology,Semiconductors,"Boise, Idaho"
MSFT,Microsoft Corporation,Microsoft Corporation,share,Information Technology,Systems Software,"Redmond, Washington"
MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",share,Real Estate,Multi-Family Residential REITs,"Memphis, Tennessee"
MRNA,"Moderna, Inc.","Moderna, Inc.",share,Health Care,Biotechnology,"Cambridge, Massachusetts"
MHK,"Mohawk Industries, Inc.","Mohawk Industries, Inc.",share,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia"
MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",share,Health Care,Managed Health Care,"Long Beach, California"
TAP,Molson Coors Beverage Company,Molson Coors Beverage Company,share,Consumer Staples,Brewers,"Chicago, Illinois"
MDLZ,"Mondelez International, Inc.","Mondelez International, Inc.",share,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois"
MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.",share,Information Technology,Semiconductors,"Kirkland, Washington"
MNST,Monster Beverage Corporation,Monster Beverage Corporation,share,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Corona, California"
MCO,Moody's Corporation,Moody's Corporation,share,Financials,Financial Exchanges & Data,"New York City, New York"
MS,Morgan Stanley,Morgan Stanley,share,Financials,Investment Banking & Brokerage,"New York City, New York"
MOS,Mosaic Company (The),The Mosaic Company,share,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida"
MSI,"Motorola Solutions, Inc.","Motorola Solutions, Inc.",share,Information Technology,Communications Equipment,"Chicago, Illinois"
MSCI,MSCI Inc.,MSCI Inc.,share,Financials,Financial Exchanges & Data,"New York City, New York"
NDAQ,"Nasdaq, Inc.","Nasdaq, Inc.",share,Financials,Financial Exchanges & Data,"New York City, New York"
NTAP,"NetApp, Inc.","NetApp, Inc.",share,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California"
NFLX,"Netflix, Inc.","Netflix, Inc.",share,Communication Services,Movies & Entertainment,"Los Gatos, California"
NEM,Newmont Corporation,Newmont Corporation,share,Materials,Gold,"Denver, Colorado"
NWSA,News Corporation,News Corporation,share,Communication Services,Publishing,"New York City, New York"
NWS,News Corporation,News Corporation,share,Communication Services,Publishing,"New York City, New York"
NEE,"NextEra Energy, Inc.","NextEra Energy, Inc.",share,Utilities,Multi-Utilities,"Juno Beach, Florida"
NKE,"Nike, Inc.","NIKE, Inc.",share,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon"
NI,NiSource Inc,NiSource Inc.,share,Utilities,Multi-Utilities,"Merrillville, Indiana"
NDSN,Nordson Corporation,Nordson Corporation,share,Industrials,Industrial Machinery & Supplies & Components,"Westlake, Ohio"
NSC,Norfolk Southern Corporation,Norfolk Southern Corporation,share,Industrials,Rail Transportation,"Atlanta, Georgia"
NTRS,Northern Trust Corporation,Northern Trust Corporation,share,Financials,Asset Management & Custody Banks,"Chicago, Illinois"
NOC,Northrop Grumman Corporation,Northrop Grumman Corporation,share,Industrials,Aerospace & Defense,"West Falls Church, Virginia[3]"
NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami-Dade County, Florida[4]"
NRG,"NRG Energy, Inc.","NRG Energy, Inc.",share,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas"
NUE,Nucor Corporation,Nucor Corporation,share,Materials,Steel,"Charlotte, North Carolina"
NVDA,NVIDIA Corporation,NVIDIA Corporation,share,Information Technology,Semiconductors,"Santa Clara, California"
NVR,"NVR, Inc.","NVR, Inc.",share,Consumer Discretionary,Homebuilding,"Reston, Virginia"
NXPI,NXP Semiconductors N.V.,NXP Semiconductors N.V.,share,Information Technology,Semiconductors,"Eindhoven, Netherlands"
ORLY,"O'Reilly Automotive, Inc.","O'Reilly Automotive, Inc.",share,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
OXY,Occidental Petroleum Corporatio,Occidental Petroleum Corporation,share,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
ODFL,"Old Dominion Freight Line, Inc.","Old Dominion Freight Line, Inc.",share,Industrials,Cargo Ground Transportation,"Thomasville, North Carolina"
OMC,Omnicom Group Inc.,Omnicom Group Inc.,share,Communication Services,Advertising,"New York City, New York"
ON,ON Semiconductor Corporation,ON Semiconductor Corporation,share,Information Technology,Semiconductors,"Phoenix, Arizona"
OKE,"ONEOK, Inc.","ONEOK, Inc.",share,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma"
ORCL,Oracle Corporation,Oracle Corporation,share,Information Technology,Application Software,"Austin, Texas"
OTIS,Otis Worldwide Corporation,Otis Worldwide Corporation,share,Industrials,Industrial Machinery & Supplies & Components,"Farmington, Connecticut"
PCAR,PACCAR Inc.,PACCAR Inc,share,Industrials,Construction Machinery & Heavy Transportation Equipment,"Bellevue, Washington"
PKG,Packaging Corporation of Americ,Packaging Corporation of America,share,Materials,Paper & Plastic Packaging Products & Materials,"Lake Forest, Illinois"
PLTR,Palantir Technologies Inc.,Palantir Technologies Inc.,share,Information Technology,Application Software,"Denver, Colorado"
PANW,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc.",share,Information Technology,Systems Software,"Santa Clara, California"
PSKY,Paramount Skydance Corporation,Paramount Skydance Corporation,share,Communication Services,Movies & Entertainment,"Los Angeles, California"
PH,Parker-Hannifin Corporation,Parker-Hannifin Corporation,share,Industrials,Industrial Machinery & Supplies & Components,"Cleveland, Ohio"
PAYX,"Paychex, Inc.","Paychex, Inc.",share,Industrials,Human Resource & Employment Services,"Penfield, New York"
PAYC,"Paycom Software, Inc.","Paycom Software, Inc.",share,Industrials,Human Resource & Employment Services,"Oklahoma City, Oklahoma"
PYPL,"PayPal Holdings, Inc.","PayPal Holdings, Inc.",share,Financials,Transaction & Payment Processing Services,"San Jose, California"
PNR,Pentair plc.,Pentair plc,share,Industrials,Industrial Machinery & Supplies & Components,"Worsley, United Kingdom"
PEP,"Pepsico, Inc.","PepsiCo, Inc.",share,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Purchase, New York"
PFE,"Pfizer, Inc.",Pfizer Inc.,share,Health Care,Pharmaceuticals,"New York City, New York"
PCG,Pacific Gas & Electric Co.,PG&E Corporation,share,Utilities,Multi-Utilities,"Oakland, California"
PM,Philip Morris International Inc,Philip Morris International Inc.,share,Consumer Staples,Tobacco,"New York City, New York"
